metin,turu,kategori
tası tarağı toplamak,Deyim,eleştiri
tasvir gibi,Deyim,öğüt
taş bebek gibi,Deyim,öğüt
taş çatlasa,Deyim,öğüt
taş düştüğü yerde ağırdır kalır,Atasözü,öğüt
taş yağar kıyamet koparken,Deyim,sabır
taş yerinde ağırdır,Atasözü,öğüt
taşı toprağı altın olmak,Deyim,öğüt
"tatlı söz dinletir, tatsız söz esnetir",Atasözü,öğüt
"tatsız aşa su neylesin, akılsız başa söz neylesin",Atasözü,öğüt
tavan yapmak,Deyim,öğüt
tavşan boku gibi ne kokar ne bulaşır,Deyim,öğüt
tay yetişmedikçe ata paha biçilmez,Atasözü,öğüt
tazı o tazı ama çulu değişmiş,Atasözü,öğüt
tedavi görmek olmak,Deyim,öğüt
teker meker yuvarlanmak,Deyim,öğüt
tekkeyi bekleyen çorbayı içer,Atasözü,sabır
tekmil almak,Deyim,öğüt
telaşa düşmek,Deyim,sabır
telef etmek,Deyim,öğüt
telleyip pullamak,Deyim,öğüt
temize havale etmek,Deyim,eleştiri
"tencere çömlek demiş 'dibim altın', kaşık kepçe demiş ben neredeyim?' girdim, çıktım",Atasözü,eleştiri
"tencere dibin kara, seninki benden kara",Atasözü,eleştiri
"tencere tencereye 'yüzün kara' demiş, çömlek utancından yere geçmiş",Atasözü,eleştiri
tepki çekmek,Deyim,eleştiri
ter alıştırmak,Deyim,sabır
teraziye vurmak,Deyim,öğüt
tereciye tere satmak,Deyim,öğüt
ters anlamak,Deyim,eleştiri
tersinden okumak,Deyim,eleştiri
teslim bayrağı çekmek,Deyim,öğüt
"testiyi kıran da bir, suyu getiren de",Atasözü,öğüt
tıkırını yoluna koymak,Deyim,öğüt
tiridi çıkmak,Deyim,öğüt
topa tutmak,Deyim,eleştiri
toz kondurmamak,Deyim,sabır
tu kaka olmak,Deyim,sabır
tundan tuna atmak,Deyim,öğüt
turfa olmak,Deyim,öğüt
tutuya bırakmak koymak,Deyim,öğüt
tuz ekmek hakkını bilmeyen kör olur,Atasözü,öğüt
türkü tutturmak,Deyim,öğüt
tüy düzmek,Deyim,öğüt
ucu bucağı yok kayıp,Deyim,eleştiri
ucuza gitmek,Deyim,öğüt
ucuza kapatmak,Deyim,öğüt
uçan kuştan medet ummak,Deyim,sabır
ufku daralmak,Deyim,öğüt
uğur getirmek,Deyim,öğüt
uğur ola! uğurlar olsun!,Deyim,öğüt
uğurlu kademli olsun,Deyim,öğüt
"ulular köprü olsa, basıp geçme",Atasözü,eleştiri
ulularla urgan çekişme,Atasözü,öğüt
umut beslemek,Deyim,sabır
"umut, fakirin garibin ekmeğidir",Atasözü,eleştiri
usançlık getirmek,Deyim,öğüt
usta maymun kamçı istemez,Atasözü,öğüt
ustanın çekici bin altın,Atasözü,öğüt
"utanma pazar, dostluğu bozar",Atasözü,eleştiri
"utanma pazar, mideyi bozar",Atasözü,eleştiri
uyku çekmek,Deyim,öğüt
uykusu başına sıçramak,Deyim,öğüt
uzaktan kumanda etmek,Deyim,öğüt
uzatmaları oynamak,Deyim,sabır
ümit bağlamak,Deyim,öğüt
ürümesini bilmeyen köpek sürüye kurt getirir,Atasözü,öğüt
"üstüme üstümüze, üstünüze sağlık iyilik sağlık, şifalar",Deyim,öğüt
üstün bulmak görmek,Deyim,öğüt
üstün olmak gelmek,Deyim,öğüt
üstün tutmak,Deyim,öğüt
üstünde hakkı olmak,Deyim,öğüt
üstünden atmak,Deyim,öğüt
üstüne basmak,Deyim,öğüt
üstüne çekmek,Deyim,eleştiri
üstüne düşmek,Deyim,öğüt
üstüne gitmek,Deyim,öğüt
üstüne olmamak,Deyim,öğüt
üstüne tuz biber ekmek,Deyim,eleştiri
üstüne yok,Deyim,öğüt
üvey evlat gibi tutmak saymak,Deyim,öğüt
"vakit, nakittir",Atasözü,öğüt
"varışına gelişim, tarhana aşına bulgur aşım",Atasözü,öğüt
vehme kapılmak düşmek,Deyim,eleştiri
verem olmak,Deyim,sabır
vergi kaçırmak,Deyim,öğüt
vidaları gevşemek,Deyim,eleştiri
viraj almak,Deyim,öğüt
ya sabır,Deyim,sabır
ya sabır çekmek,Deyim,sabır
yaftayı yapıştırmak,Deyim,eleştiri
yağa bala batırmak,Deyim,öğüt
yağına kıymayan çöreğini yoz kuru yer,Atasözü,eleştiri
yağlı ballı olmak,Deyim,öğüt
yağmur olsa kimsenin tarlasına düşmez yağmaz,Deyim,öğüt
yağmur yemek,Deyim,öğüt
yakasını kaptırmak,Deyim,öğüt
yakı açmak,Deyim,öğüt
yakın hayırlı dost komşu uzak hayırsız hısımdan akrabadan yeğdir iyidir,Atasözü,öğüt
yalayıp geçmek,Deyim,eleştiri
yalnız öküz çifte boyunduruğa koşulmaz,Atasözü,eleştiri
yamuk yapmak,Deyim,eleştiri
yanağına kan gelmek,Deyim,öğüt
yanılgıya düşmek,Deyim,eleştiri
yanlış çıkmak,Deyim,eleştiri
yanlış hesap bağdat'tan döner,Atasözü,eleştiri
yanlışını çıkarmak,Deyim,eleştiri
yanlıştan dönmek,Deyim,eleştiri
"yapı taşı, yapıdan yerde kalmaz",Atasözü,öğüt
yapı taşı yerde kalmaz,Atasözü,öğüt
"yaptığı hayır, ürküttüğü kurbağaya değmemek",Deyim,öğüt
"yâr beni ansın bir koz ile, o da çürük çıksın",Atasözü,öğüt
yara işlemek,Deyim,eleştiri
yara kapanmak,Deyim,öğüt
yaradan'a kurban olayım,Deyim,öğüt
yarası olan gocunur gocunsun,Atasözü,eleştiri
yargıya varmak,Deyim,öğüt
yaşta kalmış kavat pabucu gibi,Deyim,öğüt
"yazın araması, kışın taraması olmazsa herkes besler mandayı",Atasözü,öğüt
"yazın gölge hoş, kışın çuval boş",Atasözü,eleştiri
"yazın gölge kovan, kışın karın ovar",Atasözü,eleştiri
yazıya geçirmek,Deyim,eleştiri
ye kürküm ye!,Deyim,öğüt
yedi düvelle barışık,Deyim,öğüt
"yengece 'niçin yan yan gidersin?' demişler, 'serde kabadayılık var' demiş",Atasözü,öğüt
yer etmek,Deyim,öğüt
"yerde yatan yumurta, gökte uçan kuş olur",Atasözü,sabır
yeri başka,Deyim,öğüt
yeri var!,Deyim,öğüt
yerinde olmak,Deyim,öğüt
yerine oturmak,Deyim,öğüt
yeter ki,Deyim,öğüt
yılan gibi,Deyim,eleştiri
yıldırımları üstüne çekmek,Deyim,eleştiri
yiyim yeri etmek yapmak,Deyim,öğüt
yol açmak,Deyim,öğüt
yol gözlemek,Deyim,sabır
yolu yolunu şaşırmak,Deyim,eleştiri
yolun açık olsun,Deyim,öğüt
yolunu beklemek gözlemek,Deyim,sabır
yolunu sapıtmak,Deyim,öğüt
yükte hafif pahada ağır,Deyim,öğüt
yükünü çekmek,Deyim,sabır
yüreğinden gelmek,Deyim,öğüt
yüreğini kemirmek,Deyim,öğüt
yüreğini tüketmek,Deyim,öğüt
yüz çevirmek,Deyim,öğüt
yüz vermemek,Deyim,öğüt
yüz yüze bakmak,Deyim,öğüt
yüzü ak olsun,Deyim,öğüt
yüzüne bakmaya kıyamamak,Deyim,öğüt
yüzüne duramamak,Deyim,öğüt
yüzüne vurmak çarpmak,Deyim,eleştiri
yüzünü duvara yapıştırmak,Deyim,öğüt
yüzüstü bırakmak,Deyim,eleştiri
yüzüstü kalmak,Deyim,eleştiri
zafiyet geçirmek,Deyim,eleştiri
zahmet çekmek,Deyim,sabır
zaman kollamak,Deyim,sabır
zar gelmek,Deyim,öğüt
zararlı çıkmak,Deyim,öğüt
zayıf düşmek,Deyim,öğüt
zayıf yerinden yakalamak,Deyim,eleştiri
zayiat vermek,Deyim,sabır
zehir gibi,Deyim,öğüt
zırnık bile koklatmamak,Deyim,öğüt
zihin açmak,Deyim,öğüt
zihni boşalmak,Deyim,sabır
zil takıp oynamak,Deyim,öğüt
zillete düşmek,Deyim,öğüt
zimmet çıkarmak,Deyim,eleştiri
... ziyafeti çekmek,Deyim,öğüt
ziyan etmek,Deyim,öğüt
zül saymak addetmek,Deyim,öğüt
zümrüdüanka gibi,Deyim,öğüt
aba altında er yatar,Atasözü,öğüt
"aba vakti yaba, yaba vakti aba",Atasözü,öğüt
abanın kadri yağmurda bilinir,Atasözü,öğüt
"abdal ata binince bey oldum sanır, şalgam aşa girince yağ oldum sanır",Atasözü,öğüt
"abdal düğünden, çocuk oyundan usanmaz",Atasözü,öğüt
"abdal tekkede, hacı mekke'de bulunur",Atasözü,öğüt
"abdala 'kar yağıyor' demişler, 'titremeye hazırım durmuşum' demiş",Atasözü,öğüt
abdala malum olur,Atasözü,öğüt
abdalın dostluğu köy görününceye kadar,Atasözü,öğüt
abdalın karnı doyunca gözü pabucundadır yolda olur,Atasözü,öğüt
"abdalın yağı çok olursa gâh borusuna çalar, gâh gerisine",Atasözü,öğüt
abdestsiz sofuya namaz mı dayanır,Atasözü,öğüt
acele ile menzil alınmaz,Atasözü,öğüt
gün güne uymaz,Atasözü,öğüt
gün ola harman ola,Atasözü,öğüt
harman dövmek keçinin işi değil,Atasözü,öğüt
gün varken davarını eve götür,Atasözü,öğüt
günah benden gitti gitsin,Atasözü,öğüt
"gün geçer, kin geçmez",Atasözü,öğüt
gündüzün mum yakan geceleyin bulamaz,Atasözü,öğüt
güne göre kürk giyinmek gerek,Atasözü,öğüt
güneş balçıkla sıvanmaz,Atasözü,öğüt
güneş girmeyen eve doktor girer,Atasözü,öğüt
gürültü istemeyen kazancı bakırcı dükkânına girmez hırkasını başına çeker,Atasözü,öğüt
güttüğüm domuzu bana öğretme,Atasözü,öğüt
"güvenme inanma dostuna, saman doldurur postuna",Atasözü,öğüt
"güvenme varlığa, düşersin darlığa",Atasözü,öğüt
"güzel bürünür, çirkin görünür",Atasözü,öğüt
güzele bakmak sevaptır,Atasözü,öğüt
"güzele kırk günde doyulur, iyi huyluya kırk yılda doyulmaz",Atasözü,öğüt
güzele ne yakışmaz yaraşmaz,Atasözü,öğüt
güzeli herkes sever,Atasözü,öğüt
güzellerin talihi çirkin olur,Atasözü,öğüt
"güzellik ondur, dokuzu dondur",Atasözü,öğüt
"hacı hacıyı mekke'de, derviş dervişi tekkede bulur",Atasözü,öğüt
haddini bilmeyene bildirirler,Atasözü,öğüt
hak deyince akan sular durur,Atasözü,öğüt
hak yerde kalmaz,Atasözü,öğüt
hak yerini bulur yerde kalmaz,Atasözü,öğüt
hak söz ağıdan acıdır,Atasözü,öğüt
"haklı söz, haksızı bağdat'tan çevirir",Atasözü,öğüt
hâl hâlin yoldaşıdır,Atasözü,öğüt
"halayıktan kadın olmaz, gül ağacından odun",Atasözü,öğüt
"halka verir talkını telkini, kendi yutar salkımı",Atasözü,öğüt
hamala semeri yük olmaz,Atasözü,öğüt
hamama giren terler,Atasözü,öğüt
hancı sarhoş yolcu sarhoş,Atasözü,öğüt
hangi akla hizmet ediyor?,Atasözü,öğüt
hangi dağda kurt öldü?,Atasözü,öğüt
hangi gün vardır akşam olmadık,Atasözü,öğüt
hangi rüzgâr attı?,Atasözü,öğüt
"hangi taş pekse katıysa, başını ona vur",Atasözü,öğüt
"hangi taşı kaldırsan, altından çıkar",Atasözü,öğüt
haramın temeli olmaz,Atasözü,öğüt
harman sonu dervişlerindir,Atasözü,öğüt
"harman yel ile, düğün el ile",Atasözü,öğüt
"haramzade pazar bozar, helalzade pazar yapar",Atasözü,öğüt
harman döven öküzün ağzı bağlanmaz,Atasözü,öğüt
harman harmanını yakarım diyen orağa yetişmemiş,Atasözü,öğüt
"hasta ol benim için, öleyim senin için",Atasözü,öğüt
"hasta olmayan, sağlığın kadrini bilmez",Atasözü,öğüt
"hastalık kantarla girer, miskalle çıkar",Atasözü,öğüt
hastalık sağlık bizim için,Atasözü,öğüt
hastaya bakmaktan hasta olması yeğdir,Atasözü,öğüt
hastaya döşek sorulmaz,Atasözü,öğüt
hatasız kul olmaz,Atasözü,öğüt
"hayvan koklaşa koklaşa, insan konuşa konuşa",Atasözü,öğüt
"hayvan koklaşa koklaşa, insan söyleşe söyleşe",Atasözü,öğüt
"hayvan yularından, insan ikrarından sözünden tutulur",Atasözü,öğüt
hazıra dağlar dayanmaz,Atasözü,öğüt
"hekimden sorma, çekenden sor",Atasözü,öğüt
"hekimsiz, hâkimsiz memlekette oturma",Atasözü,öğüt
hem kaçar hem davul çalar,Atasözü,öğüt
her ağacın meyvesi olmaz,Atasözü,öğüt
her ağaç kökünden kurur çürür,Atasözü,öğüt
her ağaçtan kaşık olmaz,Atasözü,öğüt
her çiçek koklanmaz,Atasözü,öğüt
her çok azdan olur,Atasözü,öğüt
her dağın derdi kendine göre,Atasözü,öğüt
her damardan kan alınmaz,Atasözü,öğüt
"her deliğe elini sokma, ya yılan çıkar ya çıyan",Atasözü,öğüt
"her düşüş, bir öğreniş",Atasözü,öğüt
her firavunun bir musa'sı çıkar,Atasözü,öğüt
her gönülde bir arslan yatar,Atasözü,öğüt
her gün baklava börek yense bıkılır,Atasözü,öğüt
her gün bir olmaz,Atasözü,öğüt
her gün papaz pilav yemez,Atasözü,öğüt
her güzelin bir kusuru vardır,Atasözü,öğüt
her horoz kendi çöplüğünde öter,Atasözü,öğüt
her işin şeyin başı sağlık,Atasözü,öğüt
her işte bir hayır vardır,Atasözü,öğüt
her kaşığın kısmeti bir olmaz,Atasözü,öğüt
"her kimin bağı var, yüreğinde dağı var",Atasözü,öğüt
her koyun kendi bacağından asılır,Atasözü,öğüt
her kuşun eti yenmez,Atasözü,öğüt
her yerde okka dört yüz dirhem,Atasözü,öğüt
her yiğidin bir yoğurt yiyişi vardır,Atasözü,öğüt
her yiğidin gönlünde bir aslan yatar,Atasözü,öğüt
"her yokuşun bir inişi, her inişin bir yokuşu vardır",Atasözü,öğüt
"her zaman eşek ölmez, on köfte on paraya olmaz",Atasözü,öğüt
her zaman gemicinin istediği rüzgâr esmez,Atasözü,öğüt
her ziyan bir öğüttür,Atasözü,öğüt
"her şeyin vakti var, horoz bile vaktinde öter",Atasözü,öğüt
"her şeyin yenisi, dostun eskisi",Atasözü,öğüt
her şeyin yokluğu yokluktur,Atasözü,öğüt
acele ile yürüyen yolda kalır,Atasözü,öğüt
acele işe şeytan karışır,Atasözü,öğüt
acele işin sonu pişmanlık,Atasözü,öğüt
acemi katır kapı önünde yük indirir,Atasözü,öğüt
acemi nalbant gâvur eşeğinde öğrenir,Atasözü,öğüt
"acı acıyı keser, su sancıyı",Atasözü,öğüt
"acı kötü söz insanı adamı dinden çıkarır, tatlı söz yılanı inden çıkarır",Atasözü,öğüt
acı patlıcanı kırağı çalmaz,Atasözü,öğüt
"acıkan doymam sanır, susayan kanmam sanır",Atasözü,öğüt
"acıkan ne olsa yer, acıyan ne olsa söyler",Atasözü,öğüt
"acıkan ne yemez, acıyan ne demez",Atasözü,öğüt
"acıkanın yanağından, susayanın dudağından belli olur",Atasözü,öğüt
acıklı başta akıl olmaz,Atasözü,öğüt
acıkmış kudurmuştan beterdir,Atasözü,öğüt
acından kimse ölmemiş,Atasözü,öğüt
"acındırırsan arsız olur, acıktırırsan hırsız olur",Atasözü,öğüt
"acıyan uyumuş, acıkan uyumamış",Atasözü,öğüt
aç aç ile yatınca arada dilenci doğar,Atasözü,öğüt
"aç aman bilmez, çocuk zaman bilmez",Atasözü,öğüt
aç aslandan tok domuz yeğdir,Atasözü,öğüt
"aç at yol almaz, aç it av almaz",Atasözü,öğüt
aç ayı oynamaz,Atasözü,öğüt
aç domuz darıdan çıkmaz,Atasözü,öğüt
"aç doymam, tok acıkmam sanır",Atasözü,öğüt
aç elini kora sokar,Atasözü,öğüt
"aç esner, âşık gerinir",Atasözü,öğüt
aç gezmektense tok ölmek yeğdir,Atasözü,öğüt
"aç gözünü, açarlar gözünü",Atasözü,öğüt
aç ile dost olayım diyen peşin karnını doyursun,Atasözü,öğüt
aç ile eceli gelen söyleşir,Atasözü,öğüt
aç it fırın duvarını deler,Atasözü,öğüt
"aç kalmak, borçlu olmaktan iyidir",Atasözü,öğüt
aç köpek fırın deler,Atasözü,öğüt
aç kurt aslana saldırır,Atasözü,öğüt
aç kurt yavrusunu yer,Atasözü,öğüt
aç mezarı yoktur,Atasözü,öğüt
"aç ne yemez, tok ne demez",Atasözü,öğüt
"aç ölmez gözü kararır, susuz ölmez benzi sararır",Atasözü,öğüt
aç tavuk kendini arpa buğday ambarında sanır,Atasözü,öğüt
aç tokun gözüne bakmakla doymaz,Atasözü,öğüt
aç yanında sarpın kurcalanmaz,Atasözü,öğüt
aç yanından kaç,Atasözü,öğüt
"aç yeri başka, acı yeri başka",Atasözü,öğüt
"aça dokuz yorgan örtmüşler, yine uyuyamamış",Atasözü,öğüt
açık ağız aç kalmaz,Atasözü,öğüt
açık göte herkes tükürür,Atasözü,öğüt
açık kaba it değer siyer,Atasözü,öğüt
açık yaraya tuz ekilmez,Atasözü,öğüt
"açılan solar, ağlayan güler",Atasözü,öğüt
açın gözü ekmek teknesinde olur,Atasözü,öğüt
açın imanı olmaz,Atasözü,öğüt
"açın karnı doyar, gözü doymaz",Atasözü,öğüt
açın koynunda karnında ekmek durmaz eğleşmez,Atasözü,öğüt
açın kursağına çörek dayanmaz,Atasözü,öğüt
açın uykusu gelmez,Atasözü,öğüt
açlık ile tokluğun arası yarım yufka,Atasözü,öğüt
"açma sırrını dostuna, dostunun dostu vardır o da söyler dostuna",Atasözü,öğüt
"açtı ağzını, yumdu gözünü",Atasözü,öğüt
"açtırma kutuyu, söyletme kötüyü",Atasözü,öğüt
"ada bana, adayım sana",Atasözü,öğüt
"adam adama gene, her zaman gerek olur",Atasözü,öğüt
"adam adama yük değil, can gövdeye mülk değil",Atasözü,öğüt
"adam adamdan korkmaz, utanır",Atasözü,öğüt
"adam adamdır olmasa da pulu, eşek eşektir atlastan olsa çulu",Atasözü,öğüt
adam adamı bir kere aldatır,Atasözü,öğüt
adam olacak çocuk bokundan belli olur,Atasözü,öğüt
adam olana bir söz yeter,Atasözü,öğüt
"adamak kolay, ödemek zordur",Atasözü,öğüt
adamakla mal tükenmez,Atasözü,öğüt
adamın adı çıkacağına canı çıksın,Atasözü,öğüt
adamın iyisi işbaşında alışverişte belli olur,Atasözü,öğüt
adamın kimsenin adı çıkmadansa canı çıkması yeğdir,Atasözü,öğüt
"adamın kötüsü olmaz, meğer züğürt ola",Atasözü,öğüt
"adamın yere bakanından, suyun yavaş akanından kork",Atasözü,öğüt
adamlık sende kalsın,Atasözü,öğüt
"ağa borç eder, uşak harç",Atasözü,öğüt
ağaca balta vurmuşlar 'sapı bedenimden' demiş,Atasözü,öğüt
ağaca çıkan keçinin dala bakan oğlağı olur,Atasözü,öğüt
ağaca çıksa pabucu yerde kalmaz,Atasözü,öğüt
"ağaca dayanma kurur, adama insana dayanma ölür",Atasözü,öğüt
"ağacı kurt, insanı dert yer",Atasözü,öğüt
ağacın kurdu içinde olur,Atasözü,öğüt
"ağacın meyvesi olunca, başını aşağı salar",Atasözü,öğüt
ağaç kökünden yıkılır,Atasözü,öğüt
ağaç ne kadar uzasa göğe ermez,Atasözü,öğüt
"ağaç ucuna yel değer, güzel kişiye söz değer",Atasözü,öğüt
ağaç yaprağıyla gürler güzeldir,Atasözü,öğüt
ağaç yaş fidan iken eğilir,Atasözü,öğüt
"ağaç yeşert meyve getirsin, oğlan büyüt ekmek getirsin",Atasözü,öğüt
"ağaçtan maşa, abdaldan paşa olmaz",Atasözü,öğüt
ağaçtan maşa olmaz,Atasözü,öğüt
"ağalık beylik vermekle, yiğitlik vurmakla",Atasözü,öğüt
ağanın alnı terlemezse ırgadın burnu kanamaz,Atasözü,öğüt
ağanın eli tutulmaz,Atasözü,öğüt
ağanın gözü ata tımardır,Atasözü,öğüt
ağanın gözü öküzü ineği semiz eder,Atasözü,öğüt
"ağanın gözü, yiğidin sözü",Atasözü,öğüt
"ağanın malı çıkar, uşağın canı",Atasözü,öğüt
"ağaran baş, ağlayan göz gizlenmez",Atasözü,öğüt
ağası güçlü olanın kulu asi olur,Atasözü,öğüt
"ağası güçlü olanın, kulu suçlu olur",Atasözü,öğüt
ağası yiğit olanın etbaı sarhoş gezer,Atasözü,öğüt
ağılda oğlak doğsa ovada otu biter,Atasözü,öğüt
"ağır ağır demeli, çabuk çabuk yemeli",Atasözü,öğüt
ağır basar yeğni kalkar,Atasözü,öğüt
ağır git ki yol alasın,Atasözü,öğüt
ağır kazan geç kaynar,Atasözü,öğüt
"ağır ol, batman gel",Atasözü,öğüt
ağır ol da molla desinler,Atasözü,öğüt
"ağır otur ki bey ağa, molla desinler",Atasözü,öğüt
ağır taş batman döver,Atasözü,öğüt
ağır taş yerinden oynamaz,Atasözü,öğüt
ağır yongayı yel kaldırmaz,Atasözü,öğüt
"ağız yemese, yüz utanmaz",Atasözü,öğüt
"ağız yer, yüz utanır",Atasözü,öğüt
"ağızdan burun yakın, kardeşten karın yakın",Atasözü,öğüt
"ağlama ölü için, ağla deli için",Atasözü,öğüt
ağlama ölü için ağla diri için,Atasözü,öğüt
ağlamak para etmez,Atasözü,öğüt
"gördün deli, savul geri!",Atasözü,öğüt
gören gözün hakkı vardır,Atasözü,öğüt
gönüller bir olunca samanlık seyran olur,Atasözü,öğüt
gönülsüz namaz göğe ağmaz,Atasözü,öğüt
"gönülsüz yenen aş, ya karın ağrıtır ya baş",Atasözü,öğüt
gönülden gönle yol vardır,Atasözü,öğüt
"gönül verme evliye, eve gider unutur",Atasözü,öğüt
göz görmeyince gönül katlanır,Atasözü,öğüt
"göz görür, gönül ister çeker",Atasözü,öğüt
"göz görür, gönül katlanır",Atasözü,öğüt
zora dağlar dayanmaz,Atasözü,öğüt
zor oyunu bozar,Atasözü,öğüt
"zora, beylerin borcu var",Atasözü,öğüt
"zor kapıdan girerse, şeriat bacadan çıkar",Atasözü,öğüt
zorla güzellik olmaz,Atasözü,öğüt
"zurnada peşrev olmaz, ne çıkarsa bahtına",Atasözü,öğüt
"züğürtlük, zadeliği bozar",Atasözü,öğüt
"zürefanın düşkünü, beyaz giyer kış günü",Atasözü,öğüt
züğürt olup düşmektense uyuz olup kaşınmak yeğdir,Atasözü,öğüt
zırva tevil götürmez,Atasözü,öğüt
zeyrek kuş iki ayağından tutulur,Atasözü,öğüt
